center_id,meal_id,week_of_year,num_orders
142,10,1198,39,302
143,10,1198,40,346
144,10,1198,41,459
145,10,1198,42,360
146,10,1198,43,291
147,10,1198,44,135
148,10,1198,45,229
149,10,1198,46,351
150,10,1198,47,202
151,10,1198,48,310
152,10,1198,49,486
153,10,1198,50,397
154,10,1198,51,459
155,10,1198,52,228
156,10,1207,1,547
157,10,1207,2,788
158,10,1207,3,445
159,10,1207,4,189
160,10,1207,5,234
161,10,1207,6,190
162,10,1207,7,315
163,10,1207,8,234
164,10,1207,9,262
165,10,1207,10,153
166,10,1207,11,195
167,10,1207,12,130
168,10,1207,13,107
169,10,1207,14,189
170,10,1207,15,234
171,10,1207,16,153
172,10,1207,17,216
173,10,1207,18,230
174,10,1207,19,202
175,10,1207,20,144
176,10,1207,21,130
177,10,1207,22,153
178,10,1207,23,184
179,10,1207,24,167
180,10,1207,25,180
181,10,1207,26,234
182,10,1207,27,193
183,10,1207,28,211
184,10,1207,29,221
185,10,1207,30,135
186,10,1207,31,189
187,10,1207,32,202
188,10,1207,33,216
189,10,1207,34,234
190,10,1207,35,140
191,10,1207,36,104
192,10,1207,37,198
193,10,1207,38,107
194,10,1207,39,107
195,10,1207,40,113
196,10,1207,41,170
197,10,1207,42,103
198,10,1207,43,176
199,10,1207,44,115
200,10,1207,45,229
201,10,1207,46,215
202,10,1207,47,143
203,10,1207,48,95
204,10,1207,49,256
205,10,1207,50,432
206,10,1207,51,527
207,10,1207,52,405
208,10,1216,1,94
209,10,1216,2,85
210,10,1216,3,86
211,10,1216,4,100
212,10,1216,5,176
213,10,1216,6,121
214,10,1216,7,117
215,10,1216,8,180
216,10,1216,9,190
217,10,1216,10,134
218,10,1216,11,99
219,10,1216,12,207
220,10,1216,13,130
221,10,1216,14,180
222,10,1216,15,184
223,10,1216,16,171
224,10,1216,17,107
225,10,1216,18,89
226,10,1216,19,189
227,10,1216,20,109
228,10,1216,21,134
229,10,1216,22,134
230,10,1216,23,149
231,10,1216,24,154
232,10,1216,25,194
233,10,1216,26,134
234,10,1216,27,122
235,10,1216,28,98
236,10,1216,29,139
237,10,1216,30,135
238,10,1216,31,157
239,10,1216,32,157
240,10,1216,33,170
241,10,1216,34,175
242,10,1216,35,157
243,10,1216,36,135
244,10,1216,37,184
245,10,1216,38,121
246,10,1216,39,126
247,10,1216,40,235
248,10,1216,41,203
249,10,1216,42,180
250,10,1216,43,174
251,10,1216,44,95
252,10,1216,45,143
253,10,1216,46,176
254,10,1216,47,135
255,10,1216,48,168
256,10,1216,49,149
257,10,1216,50,182
258,10,1216,51,169
259,10,1216,52,54
260,10,1230,1,493
261,10,1230,2,577
262,10,1230,3,233
263,10,1230,4,184
264,10,1230,5,140
265,10,1230,6,81
266,10,1230,7,135
267,10,1230,8,215
268,10,1230,9,112
269,10,1230,10,63
270,10,1230,11,108
271,10,1230,12,77
272,10,1230,13,117
273,10,1230,14,193
274,10,1230,15,288
275,10,1230,16,179
276,10,1230,17,185
277,10,1230,18,207
278,10,1230,19,144
279,10,1230,20,103
280,10,1230,21,53
281,10,1230,22,113
282,10,1230,23,99
283,10,1230,24,72
284,10,1230,25,121
285,10,1230,26,144
286,10,1230,27,175
287,10,1230,28,176
288,10,1230,29,140
289,10,1230,30,108
290,10,1230,31,85
291,10,1230,32,158
292,10,1230,33,99
293,10,1230,34,108
294,10,1230,35,135
295,10,1230,36,72
296,10,1230,37,140
297,10,1230,38,85
298,10,1230,39,72
299,10,1230,40,77
300,10,1230,41,145
301,10,1230,42,103
302,10,1230,43,102
303,10,1230,44,75
304,10,1230,45,135
305,10,1230,46,129
306,10,1230,47,82
307,10,1230,48,87
308,10,1230,49,208
309,10,1230,50,521
310,10,1230,51,467
311,10,1230,52,459
312,10,1247,1,28
313,10,1247,2,54
314,10,1247,3,44
315,10,1247,4,34
316,10,1247,5,62
317,10,1247,6,20
318,10,1247,7,49
319,10,1247,8,28
320,10,1247,9,34
321,10,1247,10,32
322,10,1247,11,35
323,10,1247,12,31
324,10,1247,13,21
325,10,1247,14,31
326,10,1247,15,14
327,10,1247,16,26
328,10,1247,17,45
329,10,1247,18,32
330,10,1247,19,47
331,10,1247,20,53
332,10,1247,21,17
333,10,1247,22,68
334,10,1247,23,32
335,10,1247,24,34
336,10,1247,25,28
337,10,1247,26,36
338,10,1247,27,32
339,10,1247,28,31
340,10,1247,29,31
341,10,1247,30,22
342,10,1247,31,22
343,10,1247,32,18
344,10,1247,33,22
345,10,1247,34,28
346,10,1247,35,45
347,10,1247,36,42
348,10,1247,37,53
349,10,1247,38,19
350,10,1247,39,28
351,10,1247,40,37
352,10,1247,41,32
353,10,1247,42,40
354,10,1247,43,20
355,10,1247,44,34
356,10,1247,45,14
357,10,1247,46,41
358,10,1247,47,34
359,10,1247,48,27
360,10,1247,49,67
361,10,1247,50,28
362,10,1247,51,27
363,10,1247,52,53
364,10,1248,1,182
365,10,1248,2,208
366,10,1248,3,212
367,10,1248,4,382
368,10,1248,5,208
369,10,1248,6,315
370,10,1248,7,168
371,10,1248,8,140
372,10,1248,9,148
373,10,1248,10,108
374,10,1248,11,108
375,10,1248,12,118
376,10,1248,13,122
377,10,1248,14,184
378,10,1248,15,126
379,10,1248,16,279
380,10,1248,17,432
381,10,1248,18,590
382,10,1248,19,427
383,10,1248,20,211
384,10,1248,21,220
385,10,1248,22,166
386,10,1248,23,171
387,10,1248,24,180
388,10,1248,25,180
389,10,1248,26,234
390,10,1248,27,189
391,10,1248,28,216
392,10,1248,29,221
393,10,1248,30,206
394,10,1248,31,271
395,10,1248,32,171
396,10,1248,33,324
397,10,1248,34,413
398,10,1248,35,337
399,10,1248,36,275
400,10,1248,37,401
401,10,1248,38,247
402,10,1248,39,275
403,10,1248,40,157
404,10,1248,41,189
405,10,1248,42,176
406,10,1248,43,142
407,10,1248,44,190
408,10,1248,45,135
409,10,1248,46,197
410,10,1248,47,175
411,10,1248,48,61
412,10,1248,49,230
413,10,1248,50,250
414,10,1248,51,142
415,10,1248,52,94
416,10,1311,1,708
417,10,1311,2,734
418,10,1311,3,521
419,10,1311,4,688
420,10,1311,5,559
421,10,1311,6,662
422,10,1311,7,734
423,10,1311,8,444
424,10,1311,9,378
425,10,1311,10,701
426,10,1311,11,607
427,10,1311,12,563
428,10,1311,13,621
429,10,1311,14,576
430,10,1311,15,575
431,10,1311,16,676
432,10,1311,17,612
433,10,1311,18,585
434,10,1311,19,558
435,10,1311,20,617
436,10,1311,21,701
437,10,1311,22,679
438,10,1311,23,770
439,10,1311,24,761
440,10,1311,25,702
441,10,1311,26,666
442,10,1311,27,671
443,10,1311,28,639
444,10,1311,29,482
445,10,1311,30,588
446,10,1311,31,594
447,10,1311,32,449
448,10,1311,33,585
449,10,1311,34,494
450,10,1311,35,500
451,10,1311,36,496
452,10,1311,37,491
453,10,1311,38,599
454,10,1311,39,491
455,10,1311,40,603
456,10,1311,41,558
457,10,1311,42,801
458,10,1311,43,459
459,10,1311,44,526
460,10,1311,45,466
461,10,1311,46,418
462,10,1311,47,594
463,10,1311,48,608
464,10,1311,49,668
465,10,1311,50,790
466,10,1311,51,958
467,10,1311,52,541
468,10,1438,1,82
469,10,1438,2,76
470,10,1438,3,68
471,10,1438,4,36
472,10,1438,5,36
473,10,1438,6,49
474,10,1438,7,63
475,10,1438,8,45
476,10,1438,9,88
477,10,1438,10,63
478,10,1438,11,49
479,10,1438,12,50
480,10,1438,13,58
481,10,1438,14,59
482,10,1438,15,50
483,10,1438,16,72
484,10,1438,17,82
485,10,1438,18,72
486,10,1438,19,76
487,10,1438,20,62
488,10,1438,21,73
489,10,1438,22,90
490,10,1438,23,63
491,10,1438,24,45
492,10,1438,25,61
493,10,1438,26,67
494,10,1438,27,67
495,10,1438,28,36
496,10,1438,29,94
497,10,1438,30,72
498,10,1438,31,100
499,10,1438,32,80
500,10,1438,33,40
501,10,1438,34,77
502,10,1438,35,90
503,10,1438,36,45
504,10,1438,37,72
505,10,1438,38,86
506,10,1438,39,85
507,10,1438,40,94
508,10,1438,41,62
509,10,1438,42,76
510,10,1438,43,82
511,10,1438,44,102
512,10,1438,45,47
513,10,1438,46,101
514,10,1438,47,74
515,10,1438,48,127
516,10,1438,49,108
517,10,1438,50,108
518,10,1438,51,135
519,10,1438,52,68
520,10,1445,1,499
521,10,1445,2,441
522,10,1445,3,261
523,10,1445,4,158
524,10,1445,5,153
525,10,1445,6,405
526,10,1445,7,311
527,10,1445,8,112
528,10,1445,9,234
529,10,1445,10,387
530,10,1445,11,328
531,10,1445,12,261
532,10,1445,13,175
533,10,1445,14,175
534,10,1445,15,171
535,10,1445,16,94
536,10,1445,17,100
537,10,1445,18,203
538,10,1445,19,360
539,10,1445,20,310
540,10,1445,21,68
541,10,1445,22,99
542,10,1445,23,94
543,10,1445,24,94
544,10,1445,25,144
545,10,1445,26,77
546,10,1445,27,108
547,10,1445,28,103
548,10,1445,29,138
549,10,1445,30,143
550,10,1445,31,179
551,10,1445,32,86
552,10,1445,33,99
553,10,1445,34,193
554,10,1445,35,197
555,10,1445,36,73
556,10,1445,37,62
557,10,1445,38,73
558,10,1445,39,206
559,10,1445,40,333
560,10,1445,41,315
561,10,1445,42,301
562,10,1445,43,405
563,10,1445,44,399
564,10,1445,45,101
565,10,1445,46,87
566,10,1445,47,135
567,10,1445,48,95
568,10,1445,49,500
569,10,1445,50,540
570,10,1445,51,142
571,10,1445,52,107
572,10,1525,1,547
573,10,1525,2,725
574,10,1525,3,694
575,10,1525,4,796
576,10,1525,5,751
577,10,1525,6,666
578,10,1525,7,658
579,10,1525,8,639
580,10,1525,9,715
581,10,1525,10,711
582,10,1525,11,751
583,10,1525,12,801
584,10,1525,13,675
585,10,1525,14,550
586,10,1525,15,531
587,10,1525,16,468
588,10,1525,17,522
589,10,1525,18,589
590,10,1525,19,553
591,10,1525,20,729
592,10,1525,21,405
593,10,1525,22,499
594,10,1525,23,804
595,10,1525,24,652
596,10,1525,25,654
597,10,1525,26,468
598,10,1525,27,536
599,10,1525,28,509
600,10,1525,29,851
601,10,1525,30,737
602,10,1525,31,527
603,10,1525,32,445
604,10,1525,33,648
605,10,1525,34,796
606,10,1525,35,838
607,10,1525,36,757
608,10,1525,37,702
609,10,1525,38,485
610,10,1525,39,541
611,10,1525,40,527
612,10,1525,41,337
613,10,1525,42,549
614,10,1525,43,392
615,10,1525,44,628
616,10,1525,45,567
617,10,1525,46,742
618,10,1525,47,682
619,10,1525,48,452
620,10,1525,49,539
621,10,1525,50,559
622,10,1525,51,419
623,10,1525,52,345
624,10,1543,1,236
625,10,1543,2,292
626,10,1543,3,216
627,10,1543,4,229
628,10,1543,5,297
629,10,1543,6,158
630,10,1543,7,306
631,10,1543,8,256
632,10,1543,9,163
633,10,1543,10,230
634,10,1543,11,202
635,10,1543,12,234
636,10,1543,13,225
637,10,1543,14,216
638,10,1543,15,248
639,10,1543,16,297
640,10,1543,17,251
641,10,1543,18,117
642,10,1543,19,220
643,10,1543,20,270
644,10,1543,21,441
645,10,1543,22,311
646,10,1543,23,289
647,10,1543,24,234
648,10,1543,25,226
649,10,1543,26,157
650,10,1543,27,198
651,10,1543,28,167
652,10,1543,29,181
653,10,1543,30,180
654,10,1543,31,203
655,10,1543,32,229
656,10,1543,33,135
657,10,1543,34,319
658,10,1543,35,369
659,10,1543,36,306
660,10,1543,37,311
661,10,1543,38,202
662,10,1543,39,234
663,10,1543,40,261
664,10,1543,41,193
665,10,1543,42,279
666,10,1543,43,289
667,10,1543,44,493
668,10,1543,45,438
669,10,1543,46,264
670,10,1543,47,323
671,10,1543,48,149
672,10,1543,49,290
673,10,1543,50,277
674,10,1543,51,135
675,10,1543,52,89
676,10,1558,1,134
677,10,1558,2,243
678,10,1558,3,221
679,10,1558,4,131
680,10,1558,5,331
681,10,1558,6,310
682,10,1558,7,172
683,10,1558,8,112
684,10,1558,9,104
685,10,1558,10,513
686,10,1558,11,373
687,10,1558,12,423
688,10,1558,13,455
689,10,1558,14,180
690,10,1558,15,103
691,10,1558,16,162
692,10,1558,17,94
693,10,1558,18,203
694,10,1558,19,144
695,10,1558,20,171
696,10,1558,21,112
697,10,1558,22,113
698,10,1558,23,221
699,10,1558,24,419
700,10,1558,25,207
701,10,1558,26,99
702,10,1558,27,215
703,10,1558,28,495
704,10,1558,29,144
705,10,1558,30,89
706,10,1558,31,127
707,10,1558,32,122
708,10,1558,33,243
709,10,1558,34,252
710,10,1558,35,113
711,10,1558,36,220
712,10,1558,37,208
713,10,1558,38,661
714,10,1558,39,408
715,10,1558,40,275
716,10,1558,41,436
717,10,1558,42,193
718,10,1558,43,134
719,10,1558,44,169
720,10,1558,45,156
721,10,1558,46,446
722,10,1558,47,391
723,10,1558,48,371
724,10,1558,49,217
725,10,1558,50,195
726,10,1558,51,230
727,10,1558,52,143
728,10,1571,1,325
729,10,1571,2,324
730,10,1571,3,350
731,10,1571,4,230
732,10,1571,5,230
733,10,1571,6,609
734,10,1571,7,445
735,10,1571,8,162
736,10,1571,9,364
737,10,1571,10,135
738,10,1571,11,134
739,10,1571,12,257
740,10,1571,13,135
741,10,1571,14,129
742,10,1571,15,149
743,10,1571,16,88
744,10,1571,17,81
745,10,1571,18,162
746,10,1571,19,162
747,10,1571,20,183
748,10,1571,21,101
749,10,1571,22,223
750,10,1571,23,182
751,10,1571,24,224
752,10,1571,25,196
753,10,1571,26,215
754,10,1571,27,262
755,10,1571,28,210
756,10,1571,29,344
757,10,1571,30,169
758,10,1571,31,203
759,10,1571,32,182
760,10,1571,33,255
761,10,1571,34,249
762,10,1571,35,216
763,10,1571,36,324
764,10,1571,37,318
765,10,1571,38,276
766,10,1571,39,223
767,10,1571,40,290
768,10,1571,41,196
769,10,1571,42,210
770,10,1571,43,230
771,10,1571,44,338
772,10,1571,45,258
773,10,1571,46,405
774,10,1571,47,419
775,10,1571,48,150
776,10,1571,49,567
777,10,1571,50,514
778,10,1571,51,258
779,10,1571,52,190
780,10,1727,1,789
781,10,1727,2,1229
782,10,1727,3,688
783,10,1727,4,806
784,10,1727,5,859
785,10,1727,6,1719
786,10,1727,7,1719
787,10,1727,8,2363
788,10,1727,9,1562
789,10,1727,10,836
790,10,1727,11,692
791,10,1727,12,828
792,10,1727,13,959
793,10,1727,14,953
794,10,1727,15,1034
795,10,1727,16,950
796,10,1727,17,895
797,10,1727,18,689
798,10,1727,19,932
799,10,1727,20,940
800,10,1727,21,791
801,10,1727,22,864
802,10,1727,23,971
803,10,1727,24,999
804,10,1727,25,724
805,10,1727,26,2592
806,10,1727,27,2507
807,10,1727,28,945
808,10,1727,29,972
809,10,1727,30,836
810,10,1727,31,954
811,10,1727,32,2713
812,10,1727,33,1332
813,10,1727,34,1252
814,10,1727,35,841
815,10,1727,36,603
816,10,1727,37,995
817,10,1727,38,873
818,10,1727,39,959
819,10,1727,40,1058
820,10,1727,41,905
821,10,1727,42,869
822,10,1727,43,925
823,10,1727,44,1088
824,10,1727,45,830
825,10,1727,46,858
826,10,1727,47,601
827,10,1727,48,580
828,10,1727,49,736
829,10,1727,50,965
830,10,1727,51,762
831,10,1727,52,668
832,10,1754,1,614
833,10,1754,2,945
834,10,1754,3,606
835,10,1754,4,616
836,10,1754,5,504
837,10,1754,6,738
838,10,1754,7,1274
839,10,1754,8,1103
840,10,1754,9,1714
841,10,1754,10,657
842,10,1754,11,508
843,10,1754,12,513
844,10,1754,13,499
845,10,1754,14,847
846,10,1754,15,805
847,10,1754,16,684
848,10,1754,17,1368
849,10,1754,18,1494
850,10,1754,19,2102
851,10,1754,20,1336
852,10,1754,21,698
853,10,1754,22,624
854,10,1754,23,1074
855,10,1754,24,1512
856,10,1754,25,1071
857,10,1754,26,895
858,10,1754,27,752
859,10,1754,28,1759
860,10,1754,29,724
861,10,1754,30,617
862,10,1754,31,1880
863,10,1754,32,1148
864,10,1754,33,971
865,10,1754,34,697
866,10,1754,35,575
867,10,1754,36,679
868,10,1754,37,904
869,10,1754,38,742
870,10,1754,39,707
871,10,1754,40,773
872,10,1754,41,958
873,10,1754,42,801
874,10,1754,43,656
875,10,1754,44,561
876,10,1754,45,748
877,10,1754,46,453
878,10,1754,47,641
879,10,1754,48,958
880,10,1754,49,1342
881,10,1754,50,600
882,10,1754,51,594
883,10,1754,52,318
884,10,1770,1,55
885,10,1770,2,117
886,10,1770,3,90
887,10,1770,4,86
888,10,1770,5,80
889,10,1770,6,73
890,10,1770,7,63
891,10,1770,8,45
892,10,1770,9,63
893,10,1770,10,111
894,10,1770,11,61
895,10,1770,12,76
896,10,1770,13,63
897,10,1770,14,49
898,10,1770,15,54
899,10,1770,16,55
900,10,1770,17,36
901,10,1770,18,41
902,10,1770,19,86
903,10,1770,20,67
904,10,1770,21,85
905,10,1770,22,27
906,10,1770,23,62
907,10,1770,24,68
908,10,1770,25,40
909,10,1770,26,58
910,10,1770,27,45
911,10,1770,28,85
912,10,1770,29,63
913,10,1770,30,76
914,10,1770,31,81
915,10,1770,32,77
916,10,1770,33,50
917,10,1770,34,81
918,10,1770,35,18
919,10,1770,36,27
920,10,1770,37,55
921,10,1770,38,23
922,10,1770,39,55
923,10,1770,40,58
924,10,1770,41,46
925,10,1770,42,94
926,10,1770,43,88
927,10,1770,44,27
928,10,1770,45,26
929,10,1770,46,54
930,10,1770,47,47
931,10,1770,48,27
932,10,1770,49,20
933,10,1770,50,53
934,10,1770,51,33
935,10,1770,52,40
936,10,1778,1,372
937,10,1778,2,598
938,10,1778,3,463
939,10,1778,4,598
940,10,1778,5,584
941,10,1778,6,716
942,10,1778,7,752
943,10,1778,8,608
944,10,1778,9,508
945,10,1778,10,976
946,10,1778,11,819
947,10,1778,12,734
948,10,1778,13,824
949,10,1778,14,909
950,10,1778,15,540
951,10,1778,16,504
952,10,1778,17,607
953,10,1778,18,742
954,10,1778,19,625
955,10,1778,20,598
956,10,1778,21,671
957,10,1778,22,715
958,10,1778,23,953
959,10,1778,24,882
960,10,1778,25,666
961,10,1778,26,711
962,10,1778,27,500
963,10,1778,28,563
964,10,1778,29,827
965,10,1778,30,661
966,10,1778,31,693
967,10,1778,32,733
968,10,1778,33,815
969,10,1778,34,670
970,10,1778,35,679
971,10,1778,36,616
972,10,1778,37,823
973,10,1778,38,737
974,10,1778,39,603
975,10,1778,40,788
976,10,1778,41,765
977,10,1778,42,634
978,10,1778,43,493
979,10,1778,44,553
980,10,1778,45,547
981,10,1778,46,391
982,10,1778,47,628
983,10,1778,48,439
984,10,1778,49,668
985,10,1778,50,406
986,10,1778,51,425
987,10,1778,52,316
988,10,1803,1,628
989,10,1803,2,558
990,10,1803,3,472
991,10,1803,4,558
992,10,1803,5,689
993,10,1803,6,580
994,10,1803,7,391
995,10,1803,8,428
996,10,1803,9,346
997,10,1803,10,518
998,10,1803,11,481
999,10,1803,12,531
1000,10,1803,13,584
1001,10,1803,14,527
1002,10,1803,15,486
1003,10,1803,16,616
1004,10,1803,17,337
1005,10,1803,18,580
1006,10,1803,19,455
1007,10,1803,20,720
1008,10,1803,21,513
1009,10,1803,22,545
1010,10,1803,23,643
1011,10,1803,24,494
1012,10,1803,25,499
1013,10,1803,26,585
1014,10,1803,27,706
1015,10,1803,28,472
1016,10,1803,29,431
1017,10,1803,30,441
1018,10,1803,31,518
1019,10,1803,32,517
1020,10,1803,33,373
1021,10,1803,34,540
1022,10,1803,35,518
1023,10,1803,36,436
1024,10,1803,37,445
1025,10,1803,38,422
1026,10,1803,39,495
1027,10,1803,40,665
1028,10,1803,41,530
1029,10,1803,42,500
1030,10,1803,43,533
1031,10,1803,44,520
1032,10,1803,45,573
1033,10,1803,46,573
1034,10,1803,47,554
1035,10,1803,48,500
1036,10,1803,49,871
1037,10,1803,50,749
1038,10,1803,51,790
1039,10,1803,52,553
1040,10,1847,1,60
1041,10,1847,2,31
1042,10,1847,3,40
1043,10,1847,4,22
1044,10,1847,5,20
1045,10,1847,6,32
1046,10,1847,7,22
1047,10,1847,8,22
1048,10,1847,10,40
1049,10,1847,11,26
1050,10,1847,12,20
1051,10,1847,13,14
1052,10,1847,14,50
1053,10,1847,15,20
1054,10,1847,16,40
1055,10,1847,17,67
1056,10,1847,18,50
1057,10,1847,19,40
1058,10,1847,20,41
1059,10,1847,21,45
1060,10,1847,22,45
1061,10,1847,23,32
1062,10,1847,24,40
1063,10,1847,25,18
1064,10,1847,26,36
1065,10,1847,27,31
1066,10,1847,28,48
1067,10,1847,29,41
1068,10,1847,30,28
1069,10,1847,31,61
1070,10,1847,32,37
1071,10,1847,33,50
1072,10,1847,34,41
1073,10,1847,35,41
1074,10,1847,36,40
1075,10,1847,37,36
1076,10,1847,38,20
1077,10,1847,39,41
1078,10,1847,40,41
1079,10,1847,41,14
1080,10,1847,42,69
1081,10,1847,43,33
1082,10,1847,44,74
1083,10,1847,45,34
1084,10,1847,46,14
1085,10,1847,47,41
1086,10,1847,48,14
1087,10,1847,49,53
1088,10,1847,50,41
1089,10,1847,51,82
1090,10,1847,52,27
1091,10,1878,1,176
1092,10,1878,2,188
1093,10,1878,3,149
1094,10,1878,4,225
1095,10,1878,5,337
1096,10,1878,6,396
1097,10,1878,7,423
1098,10,1878,8,365
1099,10,1878,9,319
1100,10,1878,10,332
1101,10,1878,11,171
1102,10,1878,12,148
1103,10,1878,13,90
1104,10,1878,14,156
1105,10,1878,15,270
1106,10,1878,16,202
1107,10,1878,17,108
1108,10,1878,18,244
1109,10,1878,19,143
1110,10,1878,20,170
1111,10,1878,21,171
1112,10,1878,22,154
1113,10,1878,23,139
1114,10,1878,24,193
1115,10,1878,25,158
1116,10,1878,26,171
1117,10,1878,27,194
1118,10,1878,28,230
1119,10,1878,29,144
1120,10,1878,30,126
1121,10,1878,31,185
1122,10,1878,32,171
1123,10,1878,33,153
1124,10,1878,34,310
1125,10,1878,35,243
1126,10,1878,36,342
1127,10,1878,37,225
1128,10,1878,38,140
1129,10,1878,39,220
1130,10,1878,40,197
1131,10,1878,41,149
1132,10,1878,42,175
1133,10,1878,43,243
1134,10,1878,44,204
1135,10,1878,45,115
1136,10,1878,46,142
1137,10,1878,47,203
1138,10,1878,48,202
1139,10,1878,49,209
1140,10,1878,50,298
1141,10,1878,51,290
1142,10,1878,52,155
1143,10,1885,1,1377
1144,10,1885,2,1700
1145,10,1885,3,1467
1146,10,1885,4,1543
1147,10,1885,5,1688
1148,10,1885,6,1745
1149,10,1885,7,1368
1150,10,1885,8,1471
1151,10,1885,9,1021
1152,10,1885,10,1377
1153,10,1885,11,1201
1154,10,1885,12,1669
1155,10,1885,13,1714
1156,10,1885,14,1431
1157,10,1885,15,1273
1158,10,1885,16,1529
1159,10,1885,17,1386
1160,10,1885,18,1517
1161,10,1885,19,1427
1162,10,1885,20,1399
1163,10,1885,21,1471
1164,10,1885,22,1472
1165,10,1885,23,1495
1166,10,1885,24,1224
1167,10,1885,25,1332
1168,10,1885,26,1209
1169,10,1885,27,1250
1170,10,1885,28,1382
1171,10,1885,29,1228
1172,10,1885,30,1292
1173,10,1885,31,1368
1174,10,1885,32,1580
1175,10,1885,33,1485
1176,10,1885,34,1494
1177,10,1885,35,1539
1178,10,1885,36,1467
1179,10,1885,37,1949
1180,10,1885,38,1628
1181,10,1885,39,1738
1182,10,1885,40,1665
1183,10,1885,41,1603
1184,10,1885,42,1485
1185,10,1885,43,1613
1186,10,1885,44,1459
1187,10,1885,45,1269
1188,10,1885,46,1459
1189,10,1885,47,1459
1190,10,1885,48,1277
1191,10,1885,49,1661
1192,10,1885,50,1930
1193,10,1885,51,1830
1194,10,1885,52,1241
1195,10,1902,1,67
1196,10,1902,2,139
1197,10,1902,3,103
1198,10,1902,4,81
1199,10,1902,5,68
1200,10,1902,6,117
1201,10,1902,7,63
1202,10,1902,8,67
1203,10,1902,9,68
1204,10,1902,10,72
1205,10,1902,11,63
1206,10,1902,12,77
1207,10,1902,13,72
1208,10,1902,14,31
1209,10,1902,15,50
1210,10,1902,16,85
1211,10,1902,17,127
1212,10,1902,18,90
1213,10,1902,19,85
1214,10,1902,20,86
1215,10,1902,21,80
1216,10,1902,22,80
1217,10,1902,23,76
1218,10,1902,24,63
1219,10,1902,25,85
1220,10,1902,26,77
1221,10,1902,27,67
1222,10,1902,28,95
1223,10,1902,29,81
1224,10,1902,30,40
1225,10,1902,31,47
1226,10,1902,32,84
1227,10,1902,33,59
1228,10,1902,34,103
1229,10,1902,35,108
1230,10,1902,36,62
1231,10,1902,37,100
1232,10,1902,38,77
1233,10,1902,39,63
